Carrera,Codigo Guarani,Materia,Edificio,Profesor,Aula,Dia,Hora inicio,Hora fin
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Segundo Piso-4,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Segundo Piso-4,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Segundo Piso-4,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Segundo Piso-4,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-1,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-1,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-1,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-1,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-1,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-2,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-2,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-2,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-2,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-2,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-3,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-3,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-3,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-3,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-3,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-4,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-4,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-4,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-4,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,Tercer Piso-4,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,PB-1,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,PB-1,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,PB-1,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,PB-1,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,PB-1,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,PB-2,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,PB-2,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,PB-2,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,PB-2,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,Miguel MARIGUIN,PB-2,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Lunes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Martes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Mi�rcoles,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Jueves,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Viernes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Lunes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Martes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Mi�rcoles,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Jueves,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Viernes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Lunes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Martes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Mi�rcoles,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Jueves,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Viernes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Lunes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Martes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Mi�rcoles,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Jueves,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Viernes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Lunes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Martes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Mi�rcoles,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Jueves,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Viernes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Lunes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Martes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Mi�rcoles,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Jueves,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Viernes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Lunes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Martes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Mi�rcoles,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Jueves,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Viernes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Lunes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Martes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Mi�rcoles,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Jueves,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Viernes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Lunes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Martes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Mi�rcoles,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Jueves,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Viernes,8,12
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Lunes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Martes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Mi�rcoles,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Jueves,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Viernes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Lunes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Martes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Mi�rcoles,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Jueves,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Viernes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Lunes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Martes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Mi�rcoles,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Jueves,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Viernes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Lunes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Martes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Mi�rcoles,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Jueves,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Viernes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Lunes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Martes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Mi�rcoles,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Jueves,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Viernes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Lunes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Martes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Mi�rcoles,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Jueves,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Viernes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Lunes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Martes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Mi�rcoles,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Jueves,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Viernes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Lunes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Martes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Mi�rcoles,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Jueves,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Viernes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Lunes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Martes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Mi�rcoles,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Jueves,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Viernes,14,18
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Lunes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Martes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Mi�rcoles,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Jueves,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Viernes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Lunes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Martes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Mi�rcoles,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Jueves,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Viernes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Lunes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Martes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Mi�rcoles,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Jueves,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Viernes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Lunes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Martes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Mi�rcoles,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Jueves,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Viernes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Lunes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Martes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Mi�rcoles,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Jueves,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Viernes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Lunes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Martes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Mi�rcoles,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Jueves,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Viernes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Lunes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Martes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Mi�rcoles,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Jueves,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Viernes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Lunes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Martes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Mi�rcoles,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Jueves,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Viernes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Lunes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Martes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Mi�rcoles,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Jueves,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Viernes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-1,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-2,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-3,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Tercer Piso-4,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-1,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Lunes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Martes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Mi�rcoles,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Jueves,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,PB-2,Viernes,16,20
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Lunes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Martes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Mi�rcoles,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Jueves,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-2,Viernes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Lunes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Martes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Mi�rcoles,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Jueves,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-3,Viernes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Lunes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Martes,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Mi�rcoles,10,14
Ingeniería en Computación,B6003,Programación I,Anasagasti II,MARTIN RENE VILUGRON,Segundo Piso-4,Jueves,10,14
